//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
3740 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Slash Bash - 111
3741 - 500 3901 3902 3903 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Cave goblin guard - 26
3742 - 300 3915 3916 3917 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Cave goblin guard - 24
3743 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Giant rat - 6
3744 - 400 3915 3916 3917 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3745 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3746 - 500 3915 3916 3917 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Black Guard Berserker - 66
3747 - 300 3908 3909 3910 3 1 25 100 MELEE -1 -1 AGRESSIVE
//Market Guard - 20
3748 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Khazard trooper - 19
3749 - 400 3908 3909 3910 3 1 25 125 MELEE -1 -1 AGRESSIVE
//Khazard trooper - 19
3750 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Gnome troop - 3
3751 - 500 3908 3909 3910 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Gnome troop - 3
3752 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE
//Gnome troop - 3
3753 - 300 3879 3880 3881 3 1 25 150 SPECIAL -1 -1 AGRESSIVE
//Gnome troop - 3
3754 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Gnome troop - 3
3755 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Paladin - 62
3756 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Abyssal leech - 41
3757 - 400 3879 3880 3881 3 1 25 175 SPECIAL -1 -1 AGRESSIVE
//Abyssal guardian - 59
3758 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Abyssal walker - 81
3759 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Goblin - 2
3760 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Goblin - 2
3761 - 500 3879 3880 3881 3 1 25 200 SPECIAL -1 -1 AGRESSIVE
//Goblin - 2
3762 - 300 3923 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE
//Goblin - 2
3763 - 300 3923 3921 3922 3 1 25 150 RANGE -1 -1 AGRESSIVE
//Goblin - 2
3764 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Goblin - 2
3765 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Goblin - 2
3766 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Goblin - 2
3767 - 400 3923 3921 3922 3 1 25 175 RANGE -1 -1 AGRESSIVE
//Sir Leye - 20
3768 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Cow calf - 2
3769 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Chicken - 1
3770 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Chicken - 1
3771 - 500 3923 3921 3922 3 1 25 200 RANGE -1 -1 AGRESSIVE
//Chicken - 1
3772 - 400 3896 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Giant Rock Crab - 137
3773 - 500 3896 3895 3894 3 1 25 150 MELEE -1 -1 AGRESSIVE
//Dagannoth spawn - 42
3774 - 500 3896 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Wallasalki - 98
3775 - 600 3896 3895 3894 3 1 25 175 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
3776 - 600 3896 3895 3894 3 1 25 200 MELEE -1 -1 AGRESSIVE
//Bush snake - 35
3782 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Jungle spider - 44
3783 - 500 -1 -1 -1 4 1 60 61 MELEE -1 -1 PASSIVE
//Jungle spider - 44
3784 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Broodoo victim - 60
3785 - 500000 -1 -1 -1 5 2 0 10 MELEE -1 -1 AGRESSIVE
//Broodoo victim - 60
3808 - 1000 3960 3961 3962 10 1 60 90 MELEE -1 -1 PASSIVE
//Broodoo victim - 60
3814 - 100 -1 -1 -1 4 1 60 20 RANGE -1 -1 AGRESSIVE
//Chaos druid - 13
3815 - 100 -1 -1 -1 4 1 60 10 MELEE -1 -1 AGRESSIVE
//Dagannoth - 90
3816 - 100 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Dagannoth - 88
3819 - 900 3960 3961 3962 4 1 60 80 MELEE -1 -1 PASSIVE
//Market Guard - 20
3835 - 2 -1 -1 -1 5 1 60 314 MELEE -1 -1 AGRESSIVE
//TzHaar-Mej - 103
3836 - 2 -1 -1 -1 5 1 60 314 MELEE -1 -1 AGRESSIVE
//TzHaar-Mej - 103
3847 - 2000 -1 -1 -1 4 1 60 2345 MELEE -1 -1 AGRESSIVE
//TzHaar-Mej - 103
3851 - 810 -1 -1 -1 4 1 60 100 MAGE -1 -1 PASSIVE
//TzHaar-Mej - 103
3915 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
3939 - 850 -1 -1 -1 4 1 60 80 MELEE -1 -1 PASSIVE
//TzHaar-Mej - 103
3940 - 500 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
3943 - 1000 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//TzHaar-Hur - 74
4261 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
4262 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Hur - 74
4263 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
4264 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
4265 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
4266 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
4267 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Xil - 133
4268 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
4269 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
4270 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
4271 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//TzHaar-Ket - 149
4272 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kih - 22
4273 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kih - 22
4274 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kek - 45
4275 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Tz-Kek - 45
4276 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Thief - 16
4278 - 100 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Highwayman - 5
4279 - 200 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4280 - 400 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4281 - 600 -1 -1 -1 5 1 60 75 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4282 - 800 -1 -1 -1 5 1 60 100 MELEE -1 -1 AGRESSIVE
//Goblin - 2
4283 - 990 -1 -1 -1 5 1 60 120 MELEE -1 -1 AGRESSIVE
//Rat - 1
4284 - 1180 -1 -1 -1 5 1 60 140 MELEE -1 -1 AGRESSIVE
//Hengel - 2
4291 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Hobgoblin - 28
4292 - 1000 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Hobgoblin - 28
4307 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Hobgoblin - 28
4308 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Hobgoblin - 28
4309 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Duck - 1
4310 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Pirate - 23
4311 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Thief - 16
4336 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Mugger - 6
4343 - 290 275 276 278 4 1 60 71 MELEE -1 -1 PASSIVE
//Black knight - 33
4344 - 50 220 221 223 4 1 60 71 MELEE -1 -1 PASSIVE
//Guard - 21
4345 - 330 4915 4916 4917 2 1 60 71 MELEE -1 -1 PASSIVE
//Guard - 21
4347 - 150 2397 2399 2398 3 1 60 30 MELEE -1 -1 PASSIVE
//Guard - 21
4348 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Guard - 21
4349 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Guard - 21
4350 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Fire wizard - 13
4351 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Water wizard - 13
4352 - 450 4234 4232 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Earth wizard - 13
4353 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Air wizard - 13
4354 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
4355 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Tz-Kih - 22
4356 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
4357 - 550 4234 4235 4233 4 1 60 84 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 45
4381 - 600 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Tz-Kek - 22
4382 - 660 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Tox-Xil - 90
4383 - 700 -1 -1 -1 5 1 60 84 MELEE -1 -1 AGRESSIVE
//Tox-Xil - 90
4384 - 640 -1 -1 -1 5 1 40 70 MELEE -1 -1 AGRESSIVE
//Yt-MejKot - 180
4385 - 610 -1 -1 -1 5 1 40 65 MELEE -1 -1 AGRESSIVE
//Yt-MejKot - 180
4386 - 910 -1 -1 -1 5 1 40 100 MELEE -1 -1 AGRESSIVE
//Ket-Zek - 360
4387 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Ket-Zek - 360
4388 - 800 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Yt-HurKot - 108
4389 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Shadow - 73
4390 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Dark beast - 182
4391 - 260 -1 -1 -1 4 1 60 16 MELEE -1 -1 AGRESSIVE
//Ogre - 63
4392 - 400 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Lizard - 42
4393 - 680 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Desert Lizard - 24
4394 - 920 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Desert Lizard - 24
4395 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Desert Lizard - 24
4396 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Small Lizard - 12
4397 - 750 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Small Lizard - 12
4398 - 950 -1 -1 -1 4 1 60 150 MAGE -1 -1 AGRESSIVE
//Zombie pirate - 57
4399 - 1050 -1 -1 -1 4 1 60 160 MAGE -1 -1 AGRESSIVE
//Zombie pirate - 57
4400 - 500 5327 5328 5329 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4401 - 220 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4402 - 550 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4403 - 370 -1 -1 -1 4 1 60 30 MELEE -1 -1 AGRESSIVE
//Zombie pirate - 57
4404 - 100 -1 -1 -1 6 1 60 24 MELEE -1 -1 PASSIVE
//Evil spirit - 150
4406 - 220 -1 -1 -1 6 1 60 24 MELEE -1 -1 PASSIVE
//Fever spider - 49
4407 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dagannoth Supreme - 303
4408 - 120 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dagannoth Prime - 303
4409 - 67 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Dagannoth Rex - 303
4410 - 170 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Wallasalki - 98
4411 - 170 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Giant Rock Crab - 137
4412 - 170 6184 6183 6182 5 1 30 16 MELEE -1 -1 PASSIVE
//Dagannoth - 88
4413 - 160 6559 6557 6558 4 1 40 20 MELEE -1 -1 AGRESSIVE
//Dagannoth - 90
4414 - 155 6559 6557 6558 4 1 30 19 MELEE -1 -1 AGRESSIVE
//Rock lobster - 127
4415 - 20 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Spinolyp - 76
4418 - 1120 4300 4301 4302 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Spinolyp - 76
4440 - 190 -1 -1 -1 4 1 60 27 MELEE -1 -1 PASSIVE
//Spinolyp - 76
4470 - 250 -1 -1 -1 6 1 60 23 MELEE -1 -1 AGRESSIVE
//Agrith Naar - 100
4479 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Black golem - 75
4480 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Poltenip - 21
4481 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Radat - 21
4482 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Earth Warrior Champion - 102
4483 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Giant Champion - 56
4484 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Ghoul Champion - 85
4485 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Hobgoblin Champion - 56
4486 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Imp Champion - 14
4487 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Jogre Champion - 107
4488 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lesser Demon Champion - 162
4489 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Skeleton Champion - 40
4490 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Zombie Champion - 51
4491 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Leon d'Cour - 141
4492 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Skeletal Wyvern - 140
4499 - 64 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Skeletal Wyvern - 140
4527 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4528 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Skeletal Wyvern - 140
4529 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Ice giant - 53
4530 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Ice warrior - 57
4531 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Haakon the Champion - 29
4532 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Harpie Bug Swarm - 46
4533 - 1060 4388 4385 4389 4 4 60 150 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4540 - 940 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Pirate - 57
4546 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Pirate - 57
4548 - 500 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Pirate - 57
4603 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Pirate - 57
4604 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Pirate - 57
4605 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Pirate - 57
4606 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Pirate - 57
4658 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Pirate - 57
4659 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Pirate - 57
4660 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Chaos Elemental - 305
4665 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Killerwatt - 55
4666 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Killerwatt - 55
4667 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Drunken man - 3
4668 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Man - 2
4669 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Man - 2
4670 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Woman - 2
4671 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 21
4672 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 22
4673 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 19
4674 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 22
4675 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 22
4676 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 22
4677 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Cuffs - 3
4678 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Rusty - 2
4679 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Jeff - 2
4680 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Guard - 19
4681 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Dark wizard - 23
4682 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Dark wizard - 22
4683 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Dark wizard - 11
4684 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Dark wizard - 11
4685 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4686 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4687 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4688 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Goblin - 5
4689 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
4690 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Cow - 2
4691 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Tanglefoot - 111
4692 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Giant Mole - 230
4693 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Mutated zygomite - 74
4694 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Mutated zygomite - 86
4695 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//White Knight - 38
4696 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//White Knight - 39
4697 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//White Knight - 42
4698 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Baby black dragon - 83
4699 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Icefiend - 18
4700 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Guard - 21
4701 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Guard - 21
4702 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4703 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4704 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4705 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Wild jade vine - 167
4706 - 15000 4652 4651 4653 5 4 -1 150 MAGE -1 -1 PASSIVE
//Ogre - 53
4774 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Crab - 23
4775 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Mudskipper - 30
4793 - 1550 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Mudskipper - 31
4805 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Crab - 21
4806 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Jogre - 53
4807 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//High Level Jogre
4808 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Ogre - 53
4810 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Cyclossus - 156
4811 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Big Snake - 84
4812 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Culinaromancer - 75
4813 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Agrith-Na-Na - 146
4814 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Flambeed - 149
4815 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Karamel - 136
4816 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dessourt - 121
4817 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4818 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4819 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4820 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4821 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4822 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Gelatinnoth Mother - 130
4823 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4824 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4825 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4826 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4827 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvinate - 54
4828 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvenile - 45
4829 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvenile - 45
4830 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vampyre Juvenile - 45
4831 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Skeleton - 22
4832 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//HobGoblin - 54
4833 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Huge spider - 81
4834 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Hellhound - 122
4835 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Kalphite Soldier - 85
4836 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Steel dragon - 246
4837 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Dagannoth - 135
4838 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Tentacle - 99
4839 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Head - 140
4840 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Head - 140
4841 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Angry Unicorn - 47
4842 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Angry Giant Rat - 47
4843 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Angry Goblin - 47
4844 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Angry Bear - 47
4845 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Fear Reaper - 55
4847 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Confusion Beast  63
4848 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Hopeless Creature - 71
4849 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Ram - 2
4850 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Ram - 2
